split,seed,fold,method,r2,rmse,time_s
scaffold,2,4,MACCS-GBDT,0.3779019792337738,1.1494454871381339,0.4293980598449707
scaffold,2,4,ECFP4-RF,0.3371443202985078,1.1865019454414365,0.3922750949859619
scaffold,2,4,ChemSMD+PCA+TabICL,0.3456830983978285,1.1788350239871084,1.747483730316162
scaffold,2,4,ChemSMD+EnsRP+TabICL,0.40170528853933307,1.1272403873212251,8.637247800827026
scaffold,3,0,Predict-train-mean,,,5.0067901611328125e-06
scaffold,3,0,1-NN ECFP4,-2.1810426965248224,2.058053048802331,0.003962993621826172
scaffold,3,0,ECFP4-GBDT,-0.2060393882642304,1.2672215975725916,0.5902318954467773
scaffold,3,0,ECFP6-GBDT,-0.13074898885307484,1.227029213524142,0.5891499519348145
scaffold,3,0,MACCS-GBDT,-0.1505532027002947,1.2377278628711021,0.5055732727050781
scaffold,3,0,ECFP4-RF,-0.006973291137041038,1.1579259543585656,0.399533748626709
scaffold,3,0,ChemSMD+PCA+TabICL,-0.26411728639111853,1.2973749506967185,1.7437541484832764
scaffold,3,0,ChemSMD+EnsRP+TabICL,-0.22090395663844697,1.2750070646501677,8.651632070541382
scaffold,3,1,Predict-train-mean,,,3.814697265625e-06
scaffold,3,1,1-NN ECFP4,-1.0336270800281677,2.136297487788006,0.00498199462890625
scaffold,3,1,ECFP4-GBDT,0.24824155754871202,1.2988686462047228,0.593419075012207
scaffold,3,1,ECFP6-GBDT,0.1898815035138568,1.3483428974936222,0.605025053024292
scaffold,3,1,MACCS-GBDT,0.07079207037150215,1.4440509961282342,0.5061089992523193
scaffold,3,1,ECFP4-RF,0.19482673848366505,1.344221192023969,0.4062509536743164
scaffold,3,1,ChemSMD+PCA+TabICL,0.26585880457648414,1.2835590675948196,1.7378089427947998
scaffold,3,1,ChemSMD+EnsRP+TabICL,0.31502874012525217,1.2398302756564654,8.655450105667114
scaffold,3,2,Predict-train-mean,,,4.0531158447265625e-06
scaffold,3,2,1-NN ECFP4,-0.15811194078495383,1.6048793778296275,0.005188703536987305
scaffold,3,2,ECFP4-GBDT,0.4349087219137113,1.1210537680697212,0.6073141098022461
scaffold,3,2,ECFP6-GBDT,0.3684869468167776,1.1851090403579525,0.6109237670898438
scaffold,3,2,MACCS-GBDT,0.28159008577691735,1.2640180393694223,0.5122427940368652
scaffold,3,2,ECFP4-RF,0.36777868327284713,1.1857733992402533,0.4082059860229492
scaffold,3,2,ChemSMD+PCA+TabICL,0.4270199294912067,1.128851707751269,1.7339909076690674
scaffold,3,2,ChemSMD+EnsRP+TabICL,0.44531500431249615,1.110683582759443,8.697965145111084
scaffold,3,3,Predict-train-mean,,,3.814697265625e-06
scaffold,3,3,1-NN ECFP4,-0.274029929055827,1.538504562326534,0.004339933395385742
scaffold,3,3,ECFP4-GBDT,0.27675842007814055,1.1591794818212748,0.5987019538879395
scaffold,3,3,ECFP6-GBDT,0.2790455620877814,1.157345124299624,0.600806713104248
scaffold,3,3,MACCS-GBDT,0.34173072223615797,1.105887074394794,0.4996469020843506
scaffold,3,3,ECFP4-RF,0.3046126011388778,1.1366386019371701,0.40683603286743164
scaffold,3,3,ChemSMD+PCA+TabICL,0.3487802132211426,1.0999496231681205,1.7485051155090332
scaffold,3,3,ChemSMD+EnsRP+TabICL,0.336286281083228,1.1104509750324143,8.687132835388184
scaffold,3,4,Predict-train-mean,,,4.76837158203125e-06
scaffold,3,4,1-NN ECFP4,-0.4280716630682342,1.81117482905387,0.004601955413818359
scaffold,3,4,ECFP4-GBDT,0.35627953862758033,1.2160013944906471,0.5986108779907227
scaffold,3,4,ECFP6-GBDT,0.3883568714926997,1.1853168396351124,0.5979940891265869
scaffold,3,4,MACCS-GBDT,0.4378446364861155,1.1363537913676263,0.5354299545288086
scaffold,3,4,ECFP4-RF,0.3885666779195115,1.1851134850241274,0.40523290634155273
scaffold,3,4,ChemSMD+PCA+TabICL,0.413656398260833,1.160543717438143,1.780027151107788
scaffold,3,4,ChemSMD+EnsRP+TabICL,0.5083403554160584,1.0627171350645717,8.9559907913208
scaffold,4,0,Predict-train-mean,,,5.245208740234375e-06
scaffold,4,0,1-NN ECFP4,-2.1810426965248224,2.058053048802331,0.0054128170013427734
scaffold,4,0,ECFP4-GBDT,-0.06085545529041081,1.188502039514829,0.610008955001831
scaffold,4,0,ECFP6-GBDT,-0.0871448400992978,1.2031382275139086,0.6193788051605225
scaffold,4,0,MACCS-GBDT,-0.16666169130178132,1.246362208802606,0.5294628143310547
scaffold,4,0,ECFP4-RF,-0.01781073985623638,1.1641403095465026,0.42033982276916504
scaffold,4,0,ChemSMD+PCA+TabICL,-0.29518345195737816,1.3132198721063877,1.7505359649658203
scaffold,4,0,ChemSMD+EnsRP+TabICL,-0.2242470010452302,1.276751412989378,8.749260663986206
scaffold,4,1,Predict-train-mean,,,4.0531158447265625e-06
scaffold,4,1,1-NN ECFP4,-0.9139790816109816,2.18264744543484,0.004355907440185547
scaffold,4,1,ECFP4-GBDT,0.38125768290220885,1.240994678449018,0.5953841209411621
scaffold,4,1,ECFP6-GBDT,0.30029462791352035,1.3196920709081428,0.602424144744873
scaffold,4,1,MACCS-GBDT,0.25689760784482407,1.3600013429971685,0.5019538402557373
scaffold,4,1,ECFP4-RF,0.2728455802925692,1.3453284674210177,0.39885807037353516
scaffold,4,1,ChemSMD+PCA+TabICL,0.3024266109611804,1.3176799916874617,1.769714117050171
scaffold,4,1,ChemSMD+EnsRP+TabICL,0.33718814348402415,1.2844290951662702,8.809170246124268
scaffold,4,2,Predict-train-mean,,,4.0531158447265625e-06
scaffold,4,2,1-NN ECFP4,-0.17666055118848822,1.545976165725939,0.0035979747772216797
scaffold,4,2,ECFP4-GBDT,0.48810929674748604,1.0196844694681169,0.6070647239685059
scaffold,4,2,ECFP6-GBDT,0.4565660166630173,1.0506319415006689,0.5945608615875244
scaffold,4,2,MACCS-GBDT,0.37202395662787247,1.129402500360314,0.5025370121002197
scaffold,4,2,ECFP4-RF,0.42949072846617675,1.076486436227064,0.40303683280944824
scaffold,4,2,ChemSMD+PCA+TabICL,0.4853910486776313,1.0223882990031716,1.766273021697998
scaffold,4,2,ChemSMD+EnsRP+TabICL,0.4866193933730071,1.021167421492475,8.756083011627197
scaffold,4,3,Predict-train-mean,,,5.7220458984375e-06
scaffold,4,3,1-NN ECFP4,-0.2909328886158724,1.6330332629617357,0.005863189697265625
scaffold,4,3,ECFP4-GBDT,0.30723209177574573,1.196291603552786,0.690159797668457
scaffold,4,3,ECFP6-GBDT,0.3351749300614745,1.1719170626402955,0.6692118644714355
scaffold,4,3,MACCS-GBDT,0.3838828802733337,1.1281706845657216,0.5293099880218506
scaffold,4,3,ECFP4-RF,0.2686811535370005,1.2291264205546404,0.4354879856109619
scaffold,4,3,ChemSMD+PCA+TabICL,0.36764911908986175,1.142936819781722,1.7428689002990723
scaffold,4,3,ChemSMD+EnsRP+TabICL,0.39184001891129516,1.1208618136809023,8.616302251815796
scaffold,4,4,Predict-train-mean,,,5.9604644775390625e-06
scaffold,4,4,1-NN ECFP4,-0.4703992353595845,1.8207725631151788,0.006466865539550781
scaffold,4,4,ECFP4-GBDT,0.3530895914088944,1.2077028942835655,0.6136891841888428
scaffold,4,4,ECFP6-GBDT,0.3793821827721924,1.182905847048258,0.6065070629119873
scaffold,4,4,MACCS-GBDT,0.35107069259766543,1.2095860477004878,0.5203869342803955
scaffold,4,4,ECFP4-RF,0.35442933053454273,1.2064517596309143,0.4023122787475586
scaffold,4,4,ChemSMD+PCA+TabICL,0.347561070393997,1.212852538857667,1.7325701713562012
scaffold,4,4,ChemSMD+EnsRP+TabICL,0.3682954984186252,1.193424753748812,8.625521898269653
