benchmark,n_train,n_test,weight,pca_dim,model,overall_rmse,cliff_rmse,noncliff_rmse,time_s
CHEMBL233_Ki,2512,630,v4,160,TabPFN-MLX,0.7419756938469781,0.8226685612727297,0.6799905693227698,36.47231101989746
CHEMBL233_Ki,2512,630,v4,192,TabPFN-MLX,0.7275076020882472,0.8100929551887535,0.6637911073703368,42.86764597892761
CHEMBL233_Ki,2512,630,v5,64,TabPFN-MLX,0.7551577364754801,0.8512971797197807,0.6800323356976311,15.912636995315552
CHEMBL233_Ki,2512,630,v5,96,TabPFN-MLX,0.7468398592674503,0.8320224385399397,0.6810869958082786,22.605244159698486
CHEMBL233_Ki,2512,630,v5,128,TabPFN-MLX,0.7518679880273452,0.8303077290447796,0.6918567762929778,29.287727117538452
CHEMBL233_Ki,2512,630,v5,160,TabPFN-MLX,0.7459234472708208,0.8319672036034258,0.6794267132193825,35.94926309585571
CHEMBL233_Ki,2512,630,v5,192,TabPFN-MLX,0.7343904209546953,0.822974363952111,0.6655969282508083,43.054980993270874
CHEMBL233_Ki,2512,630,v6,64,TabPFN-MLX,0.7596107854676052,0.8473262935741668,0.6918144314313611,16.246196031570435
CHEMBL233_Ki,2512,630,v6,96,TabPFN-MLX,0.7547526771722843,0.8345336891742908,0.6936385761169115,22.988860845565796
CHEMBL233_Ki,2512,630,v6,128,TabPFN-MLX,0.7466667730964289,0.8174069491050657,0.6930152791432024,30.178830862045288
CHEMBL233_Ki,2512,630,v6,160,TabPFN-MLX,0.7415725569720257,0.8197426406050693,0.6817084117510323,35.890979051589966
CHEMBL233_Ki,2512,630,v6,192,TabPFN-MLX,0.7356832498387623,0.8126442854487728,0.6767880211455438,42.37210178375244
CHEMBL234_Ki,2924,733,v3,64,TabPFN-MLX,0.6593654794593242,0.6766782991892404,0.6456320177123369,20.01618480682373
CHEMBL234_Ki,2924,733,v3,96,TabPFN-MLX,0.6494107812784236,0.6693600447949303,0.633521918612375,28.47942018508911
CHEMBL234_Ki,2924,733,v3,128,TabPFN-MLX,0.6355102631680339,0.6529235090989839,0.6216828533431162,36.800662994384766
CHEMBL234_Ki,2924,733,v3,160,TabPFN-MLX,0.639314427419784,0.6620291377149335,0.6211436749432061,45.21233677864075
CHEMBL234_Ki,2924,733,v3,192,TabPFN-MLX,0.6282680661692613,0.6465617015496289,0.613719054993896,54.142483949661255
CHEMBL234_Ki,2924,733,v4,64,TabPFN-MLX,0.6626602177050285,0.6817014169773676,0.6475218317040876,20.05203938484192
CHEMBL234_Ki,2924,733,v4,96,TabPFN-MLX,0.6518660983815561,0.6696076170413456,0.6377803868419648,28.74072003364563
CHEMBL234_Ki,2924,733,v4,128,TabPFN-MLX,0.6435625831223851,0.659348575008302,0.6310597860212395,37.39760208129883
CHEMBL234_Ki,2924,733,v4,160,TabPFN-MLX,0.6441912823728221,0.6621688545990073,0.6299092605124484,45.852240324020386
CHEMBL234_Ki,2924,733,v4,192,TabPFN-MLX,0.636203299796437,0.6454350925406938,0.6289572132383239,54.978062868118286
